,Jan_p,Feb_p,Mar_p,Apr_p,May_p,Jun_p,Jul_p,Aug_p,Sep_p,Oct_p,Nov_p,Dec_p,Feb_t,Mar_t,Apr_t,May_t,Jun_t,Jul_t,Aug_t,Sep_t,Oct_t,Nov_t,Dec_t,Feb_soi,Mar_soi,Apr_soi,May_soi,Jun_soi,Jul_soi,Aug_soi,Sep_soi,Oct_soi,Nov_soi,Dec_soi,FIPS,snow
10,4.985595238095238,1.73,1.6733928571428571,2.3969047619047616,2.5232142857142854,0.185,1.9703571428571431,1.406845238095238,1.578869047619048,2.264107142857143,1.0976785714285717,1.7021428571428572,27.484513274336283,33.70478110599078,35.36666666666667,42.61203917050691,54.64702380952381,58.715725806451616,55.306451612903224,50.56041666666667,38.80443548387097,34.58958333333333,23.342741935483872,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08097,94.59940476190476
11,4.752694957089694,2.080424775173227,1.041768028024607,3.234039983012455,3.3279929465996227,0.2471792708054722,1.340131285008745,1.1783041596085073,1.7742602369822489,2.706170776350898,2.1011875448327864,1.946188850313026,27.813301153124158,34.800830889540556,35.791969696969694,43.00043988269793,54.57621212121213,60.72060117302052,57.11693548387097,50.595075757575756,37.81634897360703,34.11679292929293,23.247165200391002,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08107,98.06355131958797
12,2.783731324231324,0.9891849816849819,1.2201043956043955,1.9205708180708179,1.6876996336996337,0.33486222111222114,4.232402264402264,1.7948861138861143,1.947705128205128,0.6197802197802198,0.5211673326673327,0.3906518481518481,26.754916420845625,34.06653225806452,35.734722222222224,42.3519265232975,55.57777777777777,57.78673835125448,54.468862007168454,49.94083994708994,40.09581413210445,35.11342592592593,25.326484895033285,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08109,57.49357087357089
13,8.509107142857143,2.9767857142857146,2.869642857142857,1.645357142857143,2.2817857142857143,0.095,3.0815674603174603,1.9984722222222224,2.894107142857143,0.4030357142857143,0.7698214285714285,0.3955357142857143,27.300674252001684,32.70823732718894,34.32053571428571,40.503168202764975,52.76636904761905,55.21975806451613,52.07056451612903,47.34642857142857,40.780645161290316,35.50944444444444,28.21935483870968,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08111,129.04107142857143
14,3.5117499999999997,1.0862619047619049,1.3303571428571426,0.858047619047619,1.5509841269841274,0.22342857142857142,2.4825833333333334,1.0705952380952382,2.0225714285714287,0.4904642857142857,0.371,0.273,30.538348082595867,37.028225806451616,39.18611111111111,44.98790322580645,57.4875,60.412634408602145,57.83064516129032,52.402777777777786,42.564516129032256,38.35555555555555,27.291666666666668,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08113,43.822857142857146
15,4.472515338419751,1.8746508491508498,1.2984183732933734,2.7167379148629145,3.635274225774226,0.29334410034410036,2.2767555116452174,1.7630187451437451,1.2147833832833832,2.2482484182484184,1.4177208347208348,1.7691502802752805,25.806995364517487,31.677035330261138,32.339285714285715,39.146697388632866,50.768253968253966,55.06067588325653,51.50115207373272,47.48968253968253,36.29915514592934,32.31626984126984,22.029185867895546,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08117,130.1399649615091
16,2.081231223251924,1.04304642108263,0.9986625695329774,2.735790317539231,5.911907656353833,0.397204736790881,1.2440887002277696,1.8429905018136918,1.8358563300849924,2.081164553095336,0.8132444192904947,0.7379322637595507,31.697184231697513,38.564222873900285,38.08560606060606,44.15293255131966,56.04090909090909,61.27859237536657,57.011119257086996,52.85441919191919,41.408113391984365,38.49583333333332,29.257820136852388,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08013,56.42000403507906
17,3.0884722222222223,0.9434087301587302,0.3392857142857143,1.7752680375180376,1.4912734487734487,0.2362564935064935,2.8759875124875123,2.39242562992563,1.9287871017871017,0.7210033022533023,0.8457319347319348,0.32233322233322237,30.71681415929203,38.096774193548384,38.99444444444444,46.06989247311828,58.702777777777776,62.56317204301076,58.895161290322584,54.16527777777779,43.659946236559136,39.16805555555556,30.068548387096776,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08015,46.12972111222112
18,2.9071576479076477,1.1581349206349207,1.898685064935065,2.7520151515151516,4.0150649350649354,0.7790303030303031,3.4935303030303024,2.621108585858586,2.5561006493506495,2.119714646464646,1.0132853535353537,1.2292352092352092,28.30619469026548,34.27150537634409,34.172222222222224,40.34408602150537,52.475,55.965053763440864,52.53225806451612,48.25555555555556,38.29677419354838,35.03333333333333,26.048387096774192,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,08019,82.81575396825397
19,1.085783963585434,2.131950522516699,1.6002935332641215,2.5400622531063712,2.3725212375773523,2.324427041869379,0.8500343997248021,0.5305564769767557,2.688423454469507,0.7500402661064427,2.117764005602241,1.582989199525964,23.492443791675964,34.03812686364868,34.73289079520698,44.161358844613105,51.75196078431372,62.01623445076955,58.561037318153076,47.942374727668835,36.168023930002114,28.08075980392157,21.16571790006325,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30001,54.495872387416505
20,0.23,0.33,0.25,1.8800000000000001,1.83,1.8,0.5800000000000001,0.3,1.53,0.42,0.835,0.6799999999999999,26.884955752212388,39.943548387096776,43.18333333333333,51.814516129032256,60.3,71.26612903225806,65.89516129032258,54.88333333333333,42.95161290322581,32.025,18.725806451612904,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30007,19.499999999999996
21,1.9901701680672268,4.483192110177404,3.2524411764705885,4.885824733402132,2.2929828001375987,3.107072951987812,0.592295966632267,0.9127089783281734,3.7993349673202617,1.6843579598506069,4.456241830065359,3.4009722222222223,23.861527713088023,34.78204584040747,35.825833333333335,44.56376492306034,52.12091130604289,62.65730050933786,58.49138370118845,48.549956140350886,36.27815125059645,27.84290964338952,18.746279003961515,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30031,111.76464789424541
22,0.8960952380952383,1.3413333333333335,1.312904761904762,2.245119047619048,3.033380952380952,2.5655238095238095,0.6331666666666667,0.1081904761904762,2.873761904761904,1.4974761904761904,2.2301904761904763,2.6388333333333334,25.568057311420144,35.53302611367127,37.180555555555564,45.670122887864835,53.11547619047619,64.35867895545316,59.98233486943165,49.08571428571429,38.29070660522274,28.628571428571426,21.447004608294932,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30043,72.9707142857143
23,2.7566666666666664,7.9783333333333335,9.935,3.7333333333333334,2.0233333333333334,1.865,0.006666666666666667,0.02,2.2399999999999998,3.4141666666666666,6.300000000000001,5.421666666666667,26.8952802359882,35.64408602150537,40.175555555555555,50.480261136712734,57.775000000000006,68.93064516129033,65.63279569892474,54.297222222222224,40.84516129032259,32.50722222222222,23.566282642089092,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30061,124.28333333333335
24,1.6895656565656563,4.137388888888889,5.156941919191919,2.3522550505050503,2.163848484848485,3.9391818181818183,0.3666161616161616,0.22518181818181826,1.5349722222222222,1.8142055167055167,3.353843434343435,4.124564213564214,26.634808259587018,35.09549731182796,36.36875,46.299454459203034,53.228541666666665,65.58306451612903,61.97681451612903,50.55611111111111,38.18553130929791,30.68987219887955,24.134824817023585,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30081,80.14534632034632
25,0.5521666666666667,0.43849999999999995,1.4225,1.9881666666666669,1.01,1.3300000000000003,0.2816666666666667,0.3833333333333333,2.295,0.6416666666666666,0.8766666666666667,1.072,27.62477876106195,37.20645161290323,45.02,53.354838709677416,64.14166666666667,75.71370967741936,67.21774193548387,56.770833333333336,45.58736559139785,34.1,24.841397849462368,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,30087,34.21166666666667
26,2.9437132361869947,5.3984325254201675,5.959829370951109,2.874033892218419,1.4052240273287187,0.7026830415960851,0.005416666666666667,0.04547101449275363,0.3292986385595081,4.745805823673342,6.227186261564523,3.8637209187032986,25.98836915297092,34.95591397849462,40.79825396825397,50.99032258064516,56.7802380952381,65.95483870967742,67.65721966205837,57.46365689865691,43.16497695852535,33.30269841269841,25.449308755760367,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53007,97.54553728513129
27,3.3204875426514873,6.351781721177374,6.025667567277845,3.4716647318495193,1.8741309041616387,1.10764018761515,0.0614900476335259,0.1681638794239244,0.832020923365601,4.591629534182256,11.098724948491313,5.395617420019594,33.690265486725664,38.02889784946236,41.56851851851852,48.91061827956989,52.55949074074074,56.74193548387097,61.22401433691757,56.14930555555555,45.82078853046595,38.169444444444444,35.48991935483871,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53009,20.768720295353255
28,3.5155,6.609992063492064,8.763611111111112,3.8436666666666666,1.8607380952380954,1.6263452380952381,0.010000000000000002,0.16257828282828285,1.0855959595959597,7.704212121212121,8.187954545454545,6.299328282828283,25.54498525073746,33.79413082437276,38.48296296296296,48.56070788530466,54.34444444444444,62.291039426523305,64.97114695340503,55.29685185185186,41.532750896057344,32.53074074074074,27.05448028673835,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53037,121.59636724386723
29,2.2157527472527474,2.65778484015984,2.9724608724608728,3.189442596619068,2.154273432449903,0.7299369894811073,0.006666666666666667,0.02369187675070028,0.1976461038961039,1.8668340532017003,3.480033133533133,1.9124796869796872,22.559667471171895,31.60031769305963,38.18472222222222,47.89648093841643,54.111666666666665,64.18768328445748,65.52199413489735,54.79545454545453,39.81671554252199,28.8519696969697,21.695014662756602,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53047,79.8764294039294
30,4.052442801169655,9.861279258422737,11.36864638919433,5.84570221385829,3.4835829577236908,2.555948831380552,0.04279106858054227,0.20512525632262477,1.393565340368864,7.93674065715323,10.884098235639863,7.78034988511735,32.15850540806293,35.82258064516129,38.90833333333333,48.20250896057347,52.34175925925926,57.744265232974904,61.959318996415774,55.713750000000005,44.6803955453149,37.111309523809524,34.590917818740394,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53053,32.071942141061406
31,4.235391683111322,7.945913863380187,12.053052256891679,5.327060305933152,3.2047217503682526,1.9410235152220394,0.20364141570794797,0.17851862116378245,1.6994981531224416,8.22054269835139,11.19928122917235,8.171010930189789,31.3141592920354,36.159274193548384,41.686458333333334,49.78931451612903,53.97604166666667,60.131048387096776,63.529233870967744,56.60247023809524,44.29200268817205,36.64131944444445,32.71370967741935,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53073,51.03941226953141
32,3.687879433990502,5.287796878560037,4.567302165842413,2.8830373482726426,0.988733647845103,0.9055141303484958,0.0,0.19366479925303454,0.7075169119031012,2.7504317041149724,4.340739040866328,2.480538438900281,27.010619469026544,35.44175627240143,37.92037037037037,47.7347670250896,53.496296296296286,61.9247311827957,64.30555555555556,55.394999999999996,42.204838709677425,33.839999999999996,28.009677419354844,-0.1,0.9,-0.2,0.3,-0.4,0.8,0.5,0.6,0.9,0.9,-0.1,53077,77.64019006964828
